reference_genome_assembly	library_strategy	library_layout	library_source	platform	type	genomic_info_id	file.file_id	instrument_model	library_selection
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/9517016e-37b7-11ee-bc45-a36cfb0c63e3	dg.4DFC/9517016e-37b7-11ee-bc45-a36cfb0c63e3	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/95172734-37b7-11ee-b292-af1041968ff9	dg.4DFC/95172734-37b7-11ee-b292-af1041968ff9	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/9517493a-37b7-11ee-ae7a-0fc7d0a53203	dg.4DFC/9517493a-37b7-11ee-ae7a-0fc7d0a53203	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/95176ed8-37b7-11ee-b70b-cf6d7a984587	dg.4DFC/95176ed8-37b7-11ee-b70b-cf6d7a984587	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/951791c4-37b7-11ee-98d5-d7a21fbdd212	dg.4DFC/951791c4-37b7-11ee-98d5-d7a21fbdd212	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/9517b3de-37b7-11ee-bdf6-07a1c63d02fc	dg.4DFC/9517b3de-37b7-11ee-bdf6-07a1c63d02fc	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/9517d896-37b7-11ee-8b34-27a8242c8f3c	dg.4DFC/9517d896-37b7-11ee-8b34-27a8242c8f3c	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/9517fe20-37b7-11ee-bf4b-5f7b2650f325	dg.4DFC/9517fe20-37b7-11ee-bf4b-5f7b2650f325	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/95181fea-37b7-11ee-aeee-838d3d03606e	dg.4DFC/95181fea-37b7-11ee-aeee-838d3d03606e	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/95184362-37b7-11ee-9c43-8b98f064cbea	dg.4DFC/95184362-37b7-11ee-9c43-8b98f064cbea	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/951867fc-37b7-11ee-806b-d3e2c1ac91d9	dg.4DFC/951867fc-37b7-11ee-806b-d3e2c1ac91d9	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/95188a3e-37b7-11ee-ac68-b38951515afe	dg.4DFC/95188a3e-37b7-11ee-ac68-b38951515afe	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/9518abf4-37b7-11ee-918d-d7583208de8c	dg.4DFC/9518abf4-37b7-11ee-918d-d7583208de8c	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/9518ceb8-37b7-11ee-bb5c-076ac49f92d4	dg.4DFC/9518ceb8-37b7-11ee-bb5c-076ac49f92d4	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/9518f5a0-37b7-11ee-881e-9f38f68cb1f9	dg.4DFC/9518f5a0-37b7-11ee-881e-9f38f68cb1f9	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/95191774-37b7-11ee-9826-5fddaffb9c16	dg.4DFC/95191774-37b7-11ee-9826-5fddaffb9c16	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/95193934-37b7-11ee-8ec6-ffaee03a2727	dg.4DFC/95193934-37b7-11ee-8ec6-ffaee03a2727	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/95195b26-37b7-11ee-9428-df1290c6cc6b	dg.4DFC/95195b26-37b7-11ee-9428-df1290c6cc6b	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/95197d4a-37b7-11ee-84d8-bb80b9f069ce	dg.4DFC/95197d4a-37b7-11ee-84d8-bb80b9f069ce	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/9519a022-37b7-11ee-81a9-332313e839dd	dg.4DFC/9519a022-37b7-11ee-81a9-332313e839dd	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/9519c2a0-37b7-11ee-8ae4-939bc561a9a7	dg.4DFC/9519c2a0-37b7-11ee-8ae4-939bc561a9a7	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/9519e492-37b7-11ee-b4d7-a7b8352bfae9	dg.4DFC/9519e492-37b7-11ee-b4d7-a7b8352bfae9	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/951a0b34-37b7-11ee-a89c-8772149d93a2	dg.4DFC/951a0b34-37b7-11ee-a89c-8772149d93a2	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/951a2f1a-37b7-11ee-a643-d73ba7002d09	dg.4DFC/951a2f1a-37b7-11ee-a643-d73ba7002d09	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/951a54d6-37b7-11ee-82aa-5bea2931030f	dg.4DFC/951a54d6-37b7-11ee-82aa-5bea2931030f	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/951a76fa-37b7-11ee-adaf-c3b138f7b930	dg.4DFC/951a76fa-37b7-11ee-adaf-c3b138f7b930	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/951a99be-37b7-11ee-b6d2-03b6a5e97a56	dg.4DFC/951a99be-37b7-11ee-b6d2-03b6a5e97a56	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/951abbc4-37b7-11ee-b0c8-9b91aa53d854	dg.4DFC/951abbc4-37b7-11ee-b0c8-9b91aa53d854	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/951adf0a-37b7-11ee-80a8-e7eca405d735	dg.4DFC/951adf0a-37b7-11ee-80a8-e7eca405d735	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/951b0192-37b7-11ee-9cfc-239f9c37e4f3	dg.4DFC/951b0192-37b7-11ee-9cfc-239f9c37e4f3	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/951b2398-37b7-11ee-9e68-bf3c6fb07d22	dg.4DFC/951b2398-37b7-11ee-9e68-bf3c6fb07d22	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/951b47ec-37b7-11ee-b7f1-db3e374210b9	dg.4DFC/951b47ec-37b7-11ee-b7f1-db3e374210b9	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/951b6dee-37b7-11ee-84d4-fb26addd9e20	dg.4DFC/951b6dee-37b7-11ee-84d4-fb26addd9e20	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/951b8fe0-37b7-11ee-8aef-d3e7eee35ee9	dg.4DFC/951b8fe0-37b7-11ee-8aef-d3e7eee35ee9	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/951bb1a0-37b7-11ee-9a4c-8f0789c0ffdb	dg.4DFC/951bb1a0-37b7-11ee-9a4c-8f0789c0ffdb	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/951bd748-37b7-11ee-974b-132d84675c8c	dg.4DFC/951bd748-37b7-11ee-974b-132d84675c8c	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/951bf9a8-37b7-11ee-afc2-278d4cad8144	dg.4DFC/951bf9a8-37b7-11ee-afc2-278d4cad8144	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/951c2162-37b7-11ee-be08-0f73e81eec68	dg.4DFC/951c2162-37b7-11ee-be08-0f73e81eec68	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/951c434a-37b7-11ee-81d1-1b786699978f	dg.4DFC/951c434a-37b7-11ee-81d1-1b786699978f	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/951c651e-37b7-11ee-b718-e746985e0178	dg.4DFC/951c651e-37b7-11ee-b718-e746985e0178	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/951c8774-37b7-11ee-b27a-cff65a262630	dg.4DFC/951c8774-37b7-11ee-b27a-cff65a262630	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/951caa2e-37b7-11ee-8696-4322b7bf33f2	dg.4DFC/951caa2e-37b7-11ee-8696-4322b7bf33f2	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/951ccd06-37b7-11ee-8476-07b0132cec36	dg.4DFC/951ccd06-37b7-11ee-8476-07b0132cec36	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/951cef84-37b7-11ee-b630-9f4e20dc03a5	dg.4DFC/951cef84-37b7-11ee-b630-9f4e20dc03a5	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/951d1324-37b7-11ee-8ca5-27dd192b9f2f	dg.4DFC/951d1324-37b7-11ee-8ca5-27dd192b9f2f	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/951d3656-37b7-11ee-8c36-cbf762b484a4	dg.4DFC/951d3656-37b7-11ee-8c36-cbf762b484a4	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/951d5cee-37b7-11ee-9c78-eff6b25eeadd	dg.4DFC/951d5cee-37b7-11ee-9c78-eff6b25eeadd	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/951d7f58-37b7-11ee-ba1c-6f32c91ca20b	dg.4DFC/951d7f58-37b7-11ee-ba1c-6f32c91ca20b	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/951da15e-37b7-11ee-9dca-5f955ebf43e8	dg.4DFC/951da15e-37b7-11ee-9dca-5f955ebf43e8	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/951dc440-37b7-11ee-b1b9-b36c2c3bef36	dg.4DFC/951dc440-37b7-11ee-b1b9-b36c2c3bef36	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/951de66e-37b7-11ee-9e0a-2b86d1c38964	dg.4DFC/951de66e-37b7-11ee-9e0a-2b86d1c38964	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/951e07fc-37b7-11ee-83f8-571c90e55961	dg.4DFC/951e07fc-37b7-11ee-83f8-571c90e55961	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/951e29da-37b7-11ee-8beb-474c3503090f	dg.4DFC/951e29da-37b7-11ee-8beb-474c3503090f	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/951e5022-37b7-11ee-a90f-130c35b624b8	dg.4DFC/951e5022-37b7-11ee-a90f-130c35b624b8	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/951e7764-37b7-11ee-a884-7f1ddab49107	dg.4DFC/951e7764-37b7-11ee-a884-7f1ddab49107	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/951e9974-37b7-11ee-9e01-1f551967654c	dg.4DFC/951e9974-37b7-11ee-9e01-1f551967654c	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/951ebea4-37b7-11ee-93c7-0f7b8d995cb9	dg.4DFC/951ebea4-37b7-11ee-93c7-0f7b8d995cb9	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/951ee0d2-37b7-11ee-914b-7f482b7677cf	dg.4DFC/951ee0d2-37b7-11ee-914b-7f482b7677cf	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/951f0314-37b7-11ee-a3ac-f329bcd0a069	dg.4DFC/951f0314-37b7-11ee-a3ac-f329bcd0a069	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/951f272c-37b7-11ee-8532-bb3975729f00	dg.4DFC/951f272c-37b7-11ee-8532-bb3975729f00	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/951f4b12-37b7-11ee-839d-9bb44c188e2b	dg.4DFC/951f4b12-37b7-11ee-839d-9bb44c188e2b	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/951f6d22-37b7-11ee-977d-0b4d38b5e49d	dg.4DFC/951f6d22-37b7-11ee-977d-0b4d38b5e49d	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/951f8f3c-37b7-11ee-befc-a311cdc12ca9	dg.4DFC/951f8f3c-37b7-11ee-befc-a311cdc12ca9	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/951fb2c8-37b7-11ee-b40b-5707a3205c02	dg.4DFC/951fb2c8-37b7-11ee-b40b-5707a3205c02	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/951fd4ec-37b7-11ee-96b4-5bff232463b9	dg.4DFC/951fd4ec-37b7-11ee-96b4-5bff232463b9	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/951ff792-37b7-11ee-82bd-0b544d181b12	dg.4DFC/951ff792-37b7-11ee-82bd-0b544d181b12	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/95201a10-37b7-11ee-85b7-47d55498a9de	dg.4DFC/95201a10-37b7-11ee-85b7-47d55498a9de	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/95204012-37b7-11ee-b234-7ba65cda1e88	dg.4DFC/95204012-37b7-11ee-b234-7ba65cda1e88	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/95206678-37b7-11ee-b75e-73e63d8ef5d3	dg.4DFC/95206678-37b7-11ee-b75e-73e63d8ef5d3	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/952088ce-37b7-11ee-b234-cb49520dd7e1	dg.4DFC/952088ce-37b7-11ee-b234-cb49520dd7e1	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/9520aaca-37b7-11ee-8cb3-47714dd8c5c0	dg.4DFC/9520aaca-37b7-11ee-8cb3-47714dd8c5c0	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/9520ceba-37b7-11ee-bdc1-57ec9547ddc4	dg.4DFC/9520ceba-37b7-11ee-bdc1-57ec9547ddc4	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/9520f264-37b7-11ee-9d98-f38c07c85748	dg.4DFC/9520f264-37b7-11ee-9d98-f38c07c85748	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/95211456-37b7-11ee-9b05-1737dfe4538f	dg.4DFC/95211456-37b7-11ee-9b05-1737dfe4538f	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/95213616-37b7-11ee-a343-0fa770750a19	dg.4DFC/95213616-37b7-11ee-a343-0fa770750a19	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/952159ac-37b7-11ee-9485-73e5c0719e8c	dg.4DFC/952159ac-37b7-11ee-9485-73e5c0719e8c	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/95217d1a-37b7-11ee-a152-37a9edd3ff58	dg.4DFC/95217d1a-37b7-11ee-a152-37a9edd3ff58	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/95219f3e-37b7-11ee-894f-ab233940c223	dg.4DFC/95219f3e-37b7-11ee-894f-ab233940c223	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/9521c4a0-37b7-11ee-8450-2b399f0b121e	dg.4DFC/9521c4a0-37b7-11ee-8450-2b399f0b121e	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/9521e69c-37b7-11ee-bce6-a7372b19577f	dg.4DFC/9521e69c-37b7-11ee-bce6-a7372b19577f	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/95220924-37b7-11ee-9a07-7796090c153d	dg.4DFC/95220924-37b7-11ee-9a07-7796090c153d	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/95222e2c-37b7-11ee-99c1-33d3ef50dc43	dg.4DFC/95222e2c-37b7-11ee-99c1-33d3ef50dc43	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/95225082-37b7-11ee-a980-a7f25c3d0be0	dg.4DFC/95225082-37b7-11ee-a980-a7f25c3d0be0	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/952276a2-37b7-11ee-91c9-87b37ca3a965	dg.4DFC/952276a2-37b7-11ee-91c9-87b37ca3a965	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/952299ca-37b7-11ee-b464-cf1b88dc3504	dg.4DFC/952299ca-37b7-11ee-b464-cf1b88dc3504	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/9522bf7c-37b7-11ee-8a45-f3b9b40a6d2d	dg.4DFC/9522bf7c-37b7-11ee-8a45-f3b9b40a6d2d	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/9522e1e6-37b7-11ee-b172-2385f6a0518c	dg.4DFC/9522e1e6-37b7-11ee-b172-2385f6a0518c	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/9523043c-37b7-11ee-93d4-0787fd1e2cc0	dg.4DFC/9523043c-37b7-11ee-93d4-0787fd1e2cc0	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/95232a3e-37b7-11ee-a156-df2ae0a177c3	dg.4DFC/95232a3e-37b7-11ee-a156-df2ae0a177c3	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/95234c76-37b7-11ee-b6d3-4fd67bc958e1	dg.4DFC/95234c76-37b7-11ee-b6d3-4fd67bc958e1	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/95236f80-37b7-11ee-860f-4b3e14c3cdd6	dg.4DFC/95236f80-37b7-11ee-860f-4b3e14c3cdd6	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/952392b2-37b7-11ee-9ed5-ef2cc0719552	dg.4DFC/952392b2-37b7-11ee-9ed5-ef2cc0719552	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/9523b5e4-37b7-11ee-9efc-638f9a8cdcbd	dg.4DFC/9523b5e4-37b7-11ee-9efc-638f9a8cdcbd	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/9523d8d0-37b7-11ee-9c5c-3714cd444900	dg.4DFC/9523d8d0-37b7-11ee-9c5c-3714cd444900	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/9523fd92-37b7-11ee-8b56-2fa7b38164b1	dg.4DFC/9523fd92-37b7-11ee-8b56-2fa7b38164b1	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/95241fca-37b7-11ee-8a87-fb871c47afe4	dg.4DFC/95241fca-37b7-11ee-8a87-fb871c47afe4	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/95244248-37b7-11ee-a789-3fe1c553e219	dg.4DFC/95244248-37b7-11ee-a789-3fe1c553e219	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/95246598-37b7-11ee-affe-53668cc8794b	dg.4DFC/95246598-37b7-11ee-affe-53668cc8794b	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/95248ec4-37b7-11ee-b8fe-dbca35bc08fb	dg.4DFC/95248ec4-37b7-11ee-b8fe-dbca35bc08fb	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/9524b494-37b7-11ee-9be9-03404ed9c269	dg.4DFC/9524b494-37b7-11ee-9be9-03404ed9c269	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/9524d6cc-37b7-11ee-a799-53307712e8b8	dg.4DFC/9524d6cc-37b7-11ee-a799-53307712e8b8	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/9524f986-37b7-11ee-9aa0-2b2e4ec9fd72	dg.4DFC/9524f986-37b7-11ee-9aa0-2b2e4ec9fd72	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/95251c2c-37b7-11ee-8ddf-cfa620d75687	dg.4DFC/95251c2c-37b7-11ee-8ddf-cfa620d75687	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/9525474c-37b7-11ee-8cab-f349ff01f784	dg.4DFC/9525474c-37b7-11ee-8cab-f349ff01f784	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/95256a42-37b7-11ee-89b1-fbe2e90aba9b	dg.4DFC/95256a42-37b7-11ee-89b1-fbe2e90aba9b	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/95258c98-37b7-11ee-ad2a-3f82e393ea8d	dg.4DFC/95258c98-37b7-11ee-ad2a-3f82e393ea8d	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/9525af8e-37b7-11ee-9503-5b22a5f25b66	dg.4DFC/9525af8e-37b7-11ee-9503-5b22a5f25b66	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/9525d504-37b7-11ee-be58-07f66c2c2766	dg.4DFC/9525d504-37b7-11ee-be58-07f66c2c2766	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/9525f764-37b7-11ee-a193-0f3255e08779	dg.4DFC/9525f764-37b7-11ee-a193-0f3255e08779	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/95261a50-37b7-11ee-a330-ff48571f6d99	dg.4DFC/95261a50-37b7-11ee-a330-ff48571f6d99	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/952641ba-37b7-11ee-be88-fbd222251db9	dg.4DFC/952641ba-37b7-11ee-be88-fbd222251db9	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/95266550-37b7-11ee-af82-f752a76b2c49	dg.4DFC/95266550-37b7-11ee-af82-f752a76b2c49	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/9526877e-37b7-11ee-a6f3-0b952e50e1e2	dg.4DFC/9526877e-37b7-11ee-a6f3-0b952e50e1e2	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/9526a9a2-37b7-11ee-b986-179f06f2a5fb	dg.4DFC/9526a9a2-37b7-11ee-b986-179f06f2a5fb	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/9526d0e4-37b7-11ee-a99a-4b432cfafd1c	dg.4DFC/9526d0e4-37b7-11ee-a99a-4b432cfafd1c	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/9526f362-37b7-11ee-8940-af246f47696d	dg.4DFC/9526f362-37b7-11ee-8940-af246f47696d	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/952719aa-37b7-11ee-8943-fff5bc157421	dg.4DFC/952719aa-37b7-11ee-8943-fff5bc157421	Not specified in data	Not specified in data
GRCh38	WXS	Paired-end	Genomic	ILLUMINA	genomic_info	dg.4DFC/95273b6a-37b7-11ee-8137-97a085b3c6ca	dg.4DFC/95273b6a-37b7-11ee-8137-97a085b3c6ca	Not specified in data	Not specified in data
